cusip1,cusip2
"63932","36282"
"85227","15324"
"79970","88510"
"59491","12683"
"59491","00971"
"93018","48192"
"38892","36949"
"73325","92799"
"60476","16917"
"29391","53840"
"29391","904JV"
"55467","60082"
"76878","87446"
"72589","25399"
"88435","26970"
"88435","07707"
"59532","00700"
"46683","63764"
"46683","82656"
"46683","12571"
"46683","81988"
"46683","72365"
"46683","60770"
"45678","66813"
"45618","904JV"
"78437","23819"
"92673","86681"
"20753","42187"
"59266","83574"
"29502","83574"
"15241","36916"
"64110","23285"
"02000","06660"
"74718","63245"
"60043","05437"
"64089","05438"
"59491","25186"
"46119","05321"
"29776","43087"
"45352","87979"
"22659","45816"
"25433","62962"
"25433","24718"
"80322","57687"
"89156","57687"
"26163","57687"
"12738","98391"
"23279","45142"
"77818","36863"
"39943","72447"
"98894","40393"
"58477","78335"
"00369","60682"
"26974","21441"
"75335","86045"
"46114","62905"
"50559","67039"
"75606","86216"
"72409","93025"
"76145","30286"
"02154","25787"
"23754","43359"
"70318","80862"
"59509","13122"
"92387","87423"
"76184","97403"
"89364","62905"
"65453","35992"
"23487","37518"
"86127","13648"
"11162","42835"
"59497","50037"
"75640","80862"
"88632","91848"
"87099","72708"
"83524","92991"
"89665","17038"
"59491","45814"
"50203","50322"
"85230","57724"
"44992","30713"
"49566","16965"
"45232","76184"
"23812","36157"
"98909","90613"
"46682","26633"
"81733","74719"
"45666","12787"
"25608","72809"
"59491","65490"
"11162","81947"
"81986","81947"
"59491","29482"
"80881","08875"
"59491","03615"
"75980","54534"
"75980","00700"
"00420","60367"
"00962","90921"
"00519","38821"
"05395","23333"
"68389","16924"
"59491","99025"
"89832","29462"
"79970","59160"
"05757","27894"
"45232","83880"
"44984","82328"
"94971","38354"
"53487","38400"
"14071","45920"
"45042","46023"
"57685","45920"
"25615","35959"
"59491","16971"
"29426","40545"
"59486","99024"
"82994","99024"
"45246","80323"
"45811","80323"
"12328","76097"
"76184","70959"
"42969","85524"
"93014","02386"
"88985","90384"
"68389","90384"
"65510","98775"
"40967","98775"
"09085","98444"
"59491","86164"
"07759","86164"
"88326","63935"
"59480","69477"
"88985","61564"
"68389","61564"
"00962","82612"
"87827","85205"
"53625","70504"
"89486","28659"
"27903","50196"
"75605","86101"
"75605","71854"
"75605","43357"
"75605","88870"
"75605","62905"
"75605","62467"
"53565","62007"
"59266","62007"
"55921","74179"
"43907","69908"
"43907","49957"
"14148","20338"
