prim_cusip,innet,ln_sales,name
"68292",1,1,"OnLine Production"
"83387",1,1,"Software International Corp"
"68407",1,1,"OpenGrid Inc"
"68354",1,1,"OptionEase Inc"
"03802",1,1,"Apacheta Corp"
"94971",1,1,"Wellogic"
"60851",1,1,"Mold Technologies Inc"
"13750",1,1,"canEi-nets.com"
"83819",1,1,"Sonnet Corp Ltd"
"87477",1,1,"Synergistix Data Solutions"
"25401",1,1,"Digital Disrubters"
"25250",1,1,"Dialog Group Inc"
"36211",1,1,"Era(Kuantan)Sdn Bhd"
"00992",1,1,"AI Software Co Ltd"
"89537",1,1,"Traficon NV"
"14959",1,1,"Computer Associates Intl Inc"
"05144",1,1,"Automotive Communications"
"12875",1,1,"CADvision"
"27898",1,1,"eConnections"
"75507",1,1,"PHNS"
"50627",1,1,"LabVantage Solutions Inc"
"67094",1,1,"OCS Inc"
"29223",1,1,"Energy Softworx Inc"
"87110",1,1,"T&C Holdings Inc"
"29736",1,1,"eStation.com Inc"
"65245",1,1,"Newsplayer Group PLC"
"30298",1,1,"FEI-Hong Electronics Co"
"65453",1,1,"Nokia Neu Commtech Co Ltd"
"73128",1,1,"Politec Tecnologia da"
"81804",1,1,"SeraNova India"
"45909",1,1,"Integra SA"
"92320",1,1,"VERSYSS"
"75441",1,1,"Divicore Inc"
"36340",1,1,"Gracenote Inc"
"25409",1,1,"Digital Defense Inc"
"98390",1,1,"Xiox Corp"
"05322",1,1,"Automation Partners Inc"
"03787",1,1,"Appeal Solutions Inc"
"93232",1,1,"Viva Vision Inc"
"87678",1,1,"TAXWARE International Inc"
"06189",1,1,"Bitam"
"74583",1,1,"PureSafety"
"81633",1,1,"Selector Group Ltd"
"93052",1,1,"VirtualBarter"
"58715",1,1,"mental images GmbH"
"58742",1,1,"Mentor Media Ltd"
"37646",1,1,"Gizmondo Europe Ltd"
"03820",1,1,"Applied Language Technologies"
"64183",1,1,"NetDeposit Inc"
"80182",1,1,"Sant Corp"
"17242",1,1,"Cine Software"
"02012",1,1,"Allurent Inc"
"13784",1,1,"Canon Software Inc"
"38309",1,1,"GoSub 60 Inc"
"55658",1,1,"MBC.net"
"67443",1,1,"Objectswitch Corporation"
"45820",1,1,"InteliSys Aviation Systems"
"54418",1,1,"Loronix Information Systems"
"80586",1,1,"Scala Inc"
"68412",1,1,"OpenNetwork Technologies"
"78486",1,1,"SVC Financial Services Inc"
"80381",1,1,"SAS Ltd"
"06978",1,1,"Base4 Inc"
"64173",1,1,"NetReturn LLC(I Many Inc)"
"46341",1,1,"IntraPrise Solutions Inc"
"27029",1,1,"EarthWalk Communications Inc"
"13916",1,1,"Capazoo World Corp"
"23162",1,1,"Cuscapi Bhd"
"46732",1,1,"IXLA Ltd"
"05184",1,1,"BPL Global Ltd"
"96222",1,1,"Whale Communications Ltd"
"68657",1,1,"Originwave Tech Software"
"42969",1,1,"HighJump Software Inc"
"83512",1,1,"Softberry Inc"
"47132",1,1,"Janus Group Inc"
"59852",1,1,"MIE Systems AG"
"30072",1,1,"Excelergy Corp"
"14745",1,1,"Case Shiller Weiss Inc"
"30361",1,1,"FPT Corp"
"92989",1,1,"VisionAIR Inc"
"51376",1,1,"Lanchester Technology"
"68992",1,1,"OurStage Inc"
"41031",1,1,"Handshake Solutions"
"89220",1,1,"Trace Financial Ltd"
"60717",1,1,"MobileSys Inc"
"45840",1,1,"Interactive Systems Worldwide"
"05395",1,1,"Avantium Technologies"
"27807",1,1,"Eatoni Ergonomics Inc"
"67438",1,1,"Oberon Media Inc"
"20844",1,1,"Converged Access Inc"
"86238",1,1,"Stordis GmbH"
"58612",1,1,"Med1 Online Inc"
"96793",1,1,"Wildseed Ltd"
"00524",1,1,"Acorn Systems Inc"
"27043",1,1,"Dynamic Info Sys Inc"
"19077",1,1,"CoAMS Inc"
"40094",1,1,"Grupo PISSA"
"51511",1,1,"Landmark Infotech Systems"
"01317",1,1,"AirStrip Technologies LP"
"31304",1,1,"FEC Infosystem Pte Ltd"
"17051",1,1,"China Northwest Biotech Corp"
"90949",1,1,"Unisurf Ltd"
"00834",1,1,"Aftek Infosys Ltd"
"28163",1,1,"EDUCOM TS Inc"
"36828",1,1,"Geac Computer Corp Ltd"
"05460",1,1,"Axime"
"82266",1,1,"Shell Services Co(Shell Oil)"
"04764",1,1,"Atlantech Online Inc"
"M9754",1,1,"ViryaNet Ltd"
"72709",1,1,"Planetwide Games Inc"
"85230",1,1,"Sri Adhikari Brothers TV"
"46381",1,1,"IntelligenceFocus Srl"
"83577",1,1,"Sopheon PLC"
"74902",1,1,"Radio Beacon Inc"
"48591",1,1,"Kaon Interactive Inc"
"35088",1,1,"4Front Software International"
"58951",1,1,"Mericom Holdings Corp"
"89665",1,1,"TriTech Software Systems"
"24227",1,1,"Dealer Services Group"
"45681",1,1,"InfoVista Corp"
"05079",1,1,"Audiopoint"
"86760",1,1,"Superwave Corp"
"58980",1,1,"MeridianLink Inc"
"08671",1,1,"Beth Singer Designs"
"00765",1,1,"Advanced Hi-Tech Corp"
"38003",1,1,"GlobalSat Corp"
"80345",1,1,"M-SkyLink Ltd"
"98536",1,1,"XTIVITY Inc"
"43512",1,1,"Holistic Systems Ltd"
"11140",1,1,"BroadMotion Inc"
"23945",1,1,"Danawa Resources Sdn Bhd"
"78734",1,1,"Sabre Airline Solutions"
"90244",1,1,"Ubicom Inc"
"29589",1,1,"EC Co"
"46394",1,1,"Intercom Inc"
"26851",1,1,"e-tractions"
"93169",1,1,"VisionTek Products LLC"
"36466",1,1,"Gaming & Entertainment Group"
"87072",1,1,"Swift Rivers Inc"
"99170",1,1,"Zmanda Inc"
"54571",1,1,"Lotus Pacific Inc"
"40170",1,1,"Guidewire Software Inc"
"74247",1,1,"Prograph Systems Inc"
"37961",1,1,"Global Reservation Systems Inc"
"65819",1,1,"North Carolina Education"
"98486",1,1,"Yantra Corp"
"24723",1,1,"Deloitte Middle East"
"90328",1,1,"USA Technologies Inc"
"97573",1,1,"WinScribe Inc"
"46279",1,1,"IQ Corp"
"9253",1,1,"Airbee Wireless Inc"
"58446",1,1,"MediaGuide Inc"
"05237",1,1,"Autodesk Location Services"
"59991",1,1,"Millennium Solutions"
"75597",1,1,"Recurrent Software Solutions"
"92029",1,1,"Valor Systems Inc"
"88435",1,1,"Thiz Technology Group Ltd"
"83292",1,1,"Solar Studios Inc"
"45047",1,1,"IMG Americas"
"29854",1,1,"Euro RSCG Interaction"
"98373",1,1,"XL Computing Corp(Cycomm Intl)"
"15084",1,1,"Celarix Inc"
"51655",1,1,"LanVision Systems Inc"
"10704",1,1,"Bremson Inc"
"78783",1,1,"Safe Technology Ltd"
"14891",1,1,"catalystAT Systems Ltd"
"87056",1,1,"System Efficiency"
"15670",1,1,"CEO Credit Inc"
"23257",1,1,"Cymedix Corp"
"63923",1,1,"Nagios Inc"
"97745",1,1,"Bomac Batten Ltd"
"05186",1,1,"Auto Dealer Traffic Inc"
"83301",1,1,"Sobha Renaissance Info Tech"
"73618",1,1,"PortalUniverse.com"
"40574",1,1,"HRsmart Inc"
"92521",1,1,"Veveo Inc"
"39807",1,1,"GreyStone Technology Inc"
"05235",1,1,"Authenex Inc"
"88581",1,1,"3Dsolve Inc"
"36399",1,1,"GTS PLC"
"01746",1,1,"Allegro Asia Co Ltd"
"23824",1,1,"Datalines Computer Sys Pte Ltd"
"98643",1,1,"Yomari Information Services"
"90029",1,1,"Turning Technologies LLC"
"45609",1,1,"Indus and Finl Systems AB"
"26772",1,1,"Eizel Technologies Inc"
"92323",1,1,"VeriSpace"
"93231",1,1,"V2Green Inc"
"91925",1,1,"Validity Sensors Inc"
"00982",1,1,"Akoo International Inc"
"14737",1,1,"Casino Data Imaging Inc"
"90132",1,1,"2IS"
"64704",1,1,"New Media.Com"
"24372",1,1,"DeepNines Inc"
"29430",1,1,"Epic Games Inc"
"92255",1,1,"Veikkaus Oy"
"36327",1,1,"Funcom A/S"
"09620",1,1,"BluTrend LLC"
"04225",1,1,"Articon Information Systems AG"
"87172",1,1,"Synteleos"
"16309",1,1,"Cheetah Software Systems Inc"
"83177",1,1,"Smallworld Systems Unit"
"87373",1,1,"Synthis Corp"
"64079",1,1,"E*Netcard Co Ltd"
"82679",1,1,"SignUp4 LLC"
"10948",1,1,"BrightWork Inc"
"37197",1,1,"GeneGo Inc"
"80881",1,1,"Scinetic Engineering Pte Ltd"
"88161",1,1,"Test Systems Strategies Inc"
"37966",1,1,"Global Software Resources"
"28486",1,1,"Electric Broadband LLC"
"34380",1,1,"FFastFill PLC"
"00622",1,1,"Acartus Inc"
"93066",1,1,"Vocalocity Inc"
"34947",1,1,"Forte Systems"
"60995",1,1,"Investment Seminars Inc"
"41066",1,1,"Hangzhou Ansai Info Tech Co"
"81584",1,1,"Sega Mobile"
"94404",1,1,"WaveMarket Inc"
"25565",1,1,"Die Holtzbrink eLAB GmbH"
"44830",1,1,"ISE Integrated Sys Engineering"
"57627",1,1,"Massive Mobile Entertainment"
"99087",1,1,"Achievo Corp"
"33773",1,1,"Fiserv Inc"
"9044L",1,1,"Undisclosed Computer Co"
"46186",1,1,"In.Vision Research Corp"
"72816",1,1,"Plat'Home Co Ltd"
"87139",1,1,"TCI Solutions Inc"
"12347",1,1,"Busboy Technologies Inc"
"45538",1,1,"Intelligent Distance Learning"
"88334",1,1,"Estate Vault Inc"
"25047",1,1,"Desktone Inc"
"59548",1,1,"Microsoft Learning"
"70291",1,1,"Passport Systems Inc"
"05318",1,1,"Australian Healthcare Tech Ltd"
"05902",1,1,"BAHF LLC"
"52191",1,1,"Leapfrog Smart Products Inc"
"88657",1,1,"TietoEnator Oyj"
"05749",1,1,"Baipin Technology Co"
"36080",1,1,"Fundacion Chile"
"55367",1,1,"M&I Eastpoint Technology Inc"
"78658",1,1,"Saf T Lok Corp"
"74337",1,1,"Prologue Software SA"
"38911",1,1,"Gravitas International Inc"
"59557",1,1,"Microsense Pvt Ltd"
"72203",1,1,"Pintail Technologies Inc"
"23510",1,1,"CyBiz Inc"
"63915",1,1,"Navio Systems Inc"
"62859",1,1,"MyFileShare Inc"
"98654",1,1,"ACTIV Financial Systems Inc"
"13152",1,1,"Business Intelligence Systems"
"45976",1,1,"Inovaware Corp"
"23478",1,1,"Cyberserv Inc"
"65673",1,1,"Nextance Inc"
"75434",1,1,"Press-sense Inc"
"46788",1,1,"Iptego GmbH"
"96743",1,1,"Wicked3D"
"87294",1,1,"TPN Register LLC"
"93194",1,1,"Vivacare Inc"
"59210",1,1,"VAULT Technologies Inc"
"61913",1,1,"Mortara Instrument Inc"
"45287",1,1,"Imagitech"
"60655",1,1,"Misys Intl Banking Systems Ltd"
"88659",1,1,"Tidemark Solutions"
"05349",1,1,"Avatech Solutions Inc"
"20016",1,1,"Comapping"
"29239",1,1,"Enfocus Software Inc"
"81799",1,1,"Sensory Inc"
"67065",1,1,"Nuvo Network Management Inc"
"52902",1,1,"Lexign Inc"
"44438",1,1,"Hughes Software Systems Ltd"
"29408",1,1,"ESRI"
"46282",1,1,"IRESS Market Technology Ltd"
"99155",1,1,"Advanced Financial Application"
"29526",1,1,"Energy Solutions Intl Inc"
"64056",1,1,"Networks In Motion Inc"
"42983",1,1,"HigherMarkets Inc"
"57819",1,1,"Mavent Inc"
"91884",1,1,"VRcontext SA"
"00314",1,1,"Sorimachi"
"30408",1,1,"Executive Business Services"
"09411",1,1,"Bloombase Technologies Inc"
"44488",1,1,"Humanic Design Corp"
"43407",1,1,"HiT Software Inc"
"13000",1,1,"Calico Technology Inc"
"58661",1,1,"Mediahuset Nettavisen AS"
"47834",1,1,"Jinshilin Techno Ltd"
"72579",1,1,"Pivot(Wachovia Corp)"
"27910",1,1,"Echo Health Inc"
"20546",1,1,"Complinet Ltd"
"74645",1,1,"PurpleEyes SA"
"91818",1,1,"uWink Inc"
"89296",1,1,"Transcentive Inc"
"54241",1,1,"Longcheer Holdings Ltd"
"37268",1,1,"Geodetics Inc"
"86430",1,1,"Substainable Systems Inc"
"68421",1,1,"OptiFacio Software Svcs Inc"
"59521",1,1,"Microsoft Malaysia Sdn Bhd"
"73996",1,1,"PreCash Inc"
"92246",1,1,"Vectrix Corp"
"75176",1,1,"RC Group(Holdings)Ltd"
"26830",1,1,"E-centives Inc"
"46890",1,1,"Independent Film Development"
"23615",1,1,"DMS Exploration Services LLC"
"82397",1,1,"Sikka Software Corp"
"08853",1,1,"BEZ Systems Inc"
"07309",1,1,"BayPackets Inc"
"46178",1,1,"Intoto Inc"
"96934",1,1,"AL Wizard Inc"
"80314",1,1,"Sanyo Technosound Co(Sanyo"
"30426",1,1,"Fabrik Inc"
"87882",1,1,"TechTrader Inc"
"74233",1,1,"PRO TECHnology Co LLC"
"76809",1,1,"Rival Powered"
"89039",1,1,"ToolWatch Corp"
"47845",1,1,"Jets.com"
"20577",1,1,"Wittel"
"48673",1,1,"Keane Inc"
"40359",1,1,"HR Technologies Inc"
"13086",1,1,"Calix Inc"
"64140",1,1,"Netlife AG"
"91208",1,1,"US Intellicom Inc"
"39812",1,1,"Gridline Commun Hldg Inc"
"03204",1,1,"Amp'd Moblie Inc"
"01249",1,1,"Acision BV"
"26875",1,1,"E-monee Inc"
"93446",1,1,"Warner International Commun"
"52207",1,1,"Learnwright Inc"
"45296",1,1,"InXsys Broadcast Networks"
"29702",1,1,"Equity Administration Solution"
"92584",1,1,"VerticalResponse Inc"
"50280",1,1,"Kunnsoft Co"
"68640",1,1,"Orlan Karigan and Associates"
"64168",1,1,"Netrics Inc"
"82007",1,1,"Shareholder.com"
"82003",1,1,"Shapre Global Info Services"
"03807",1,1,"Applied Software Inc"
"53584",1,1,"LineSider Communications"
"85271",1,1,"Square Enix Co Ltd"
"59027",1,1,"Merrin Financial Inc"
"55549",1,1,"M&S Technologies Inc"
"89606",1,1,"Trident Computer Resources Inc"
"87497",1,1,"TZ Ltd"
"49927",1,1,"IBT Technologies"
"60705",1,1,"MobiClear Inc"
"78400",1,1,"SCI Entertainment Group PLC"
"76668",1,1,"Rightfield Solutions LLC"
"46392",1,1,"Inspur International Ltd"
"88389",1,1,"Symstream Technology Group Ltd"
"46491",1,1,"iSolv Technologies"
"97467",1,1,"Webify Solutions Inc"
"91754",1,1,"UrbanDaddy"
"91803",1,1,"Utimaco Safeware AG"
"64099",1,1,"Ness Technologies Inc"
"82954",1,1,"Sino Technology Corp Ltd"
"30383",1,1,"Ezyte Inc"
"44833",1,1,"iaSolution Inc"
"75217",1,1,"Quantitative Imaging"
"89456",1,1,"Travelguru Ltd"
"00494",1,1,"ActionTec Electronics Inc"
"21221",1,1,"Contour Software Inc"
"19262",1,1,"Cogient Corp"
"01380",1,1,"Alchemy Migration Services"
"82673",1,1,"Signonline Inc"
"57785",1,1,"Maximal Systems Inc"
"74403",1,1,"ProSyst Software GmbH"
"70958",1,1,"PeopleNet Communications Corp"
"69760",1,1,"Palo Alto Software Inc"
"03770",1,1,"Apollo Health Street"
"00430",1,1,"Accelrys Inc"
"82668",1,1,"SignalSoft Corp"
"03158",1,1,"Amiga Inc"
"89471",1,1,"Trek 2000 International Ltd"
"75384",1,1,"PriceMetrix Inc"
"58521",1,1,"Megalomedia PLC"
"38196",1,1,"Global DataCenter Management"
"45060",1,1,"IPC Computers"
"94846",1,1,"Webzen Inc"
"92986",1,1,"Virtualtek Corp"
"69399",1,1,"POET Software Corporation"
"89200",1,1,"Trazer Technologies Inc"
"38347",1,1,"Go2Market.com"
"29293",1,1,"Enercom Inc"
"86272",1,1,"Strategic Health Resources"
"59168",1,1,"Metrica Systems Ltd(ADC)"
"89673",1,1,""
"23167",1,1,"Cyber Gear LLC"
"87250",1,1,"T&E Soft Inc"
"89081",1,1,"Topspin Communications Inc"
"89066",1,1,"Topio Inc"
"85922",1,1,"Sterling Commerce KK"
"90056",1,1,"TUSC"
"90485",1,1,"Unimax System Corp"
"89048",1,1,"Toon Boom Animation Inc"
"25331",1,1,"Direct Medical Solutions"
"92335",1,1,"Verb Exchange Inc"
"38002",1,1,"Global Travel Exchange Inc"
"45460",1,1,"P & H Solutions Inc"
"75873",1,1,"Rent Centric Inc"
"46407",1,1,"Code Red Inc"
"00759",1,1,"Advertising Software GmbH"
"94729",1,1,"WebArchives"
"74599",1,1,"PEDCO LLC"
"44082",1,1,"DP Stud Inc"
"30435",1,1,"Experian Marketing Services"
"29793",1,1,"Ethidium Health Systems Inc"
"05483",1,1,"b-there.com"
"25204",1,1,"Devicescape Inc"
"28215",1,1,"Effi-Stat"
"87614",1,1,"Targetsmart Inc"
"68185",1,1,"OnRelay Ltd"
"69595",1,1,"PacketHop Inc"
"55900",1,1,"Maersk Data A/S"
"05208",1,1,"Aurum Software Inc(Baan Co NV)"
"98647",1,1,"XSAT FZE"
"05319",1,1,"Axis Systems Holdings Ltd"
"56154",1,1,"Mambo Communities Pty Ltd"
"30133",1,1,"Exhibio LLC"
"07739",1,1,"Beijing Wave Info-Tech"
"87002",1,1,"Telepo AB"
"06838",1,1,"Barreiro Corp"
"33771",1,1,"Fischer International Corp"
"63083",1,1,"Narad Networks Inc"
"42204",1,1,"HealthScribe India"
"48214",1,1,"Justfree Ltd"
"87194",1,1,"Syscan International Inc"
"03232",1,1,"Amtech Solutions Sdn Bhd"
"33778",1,1,"fish4"
"82282",1,1,"Shelron Group Inc"
"29399",1,1,"Enterworks Inc"
"82354",1,1,"Shenyang Neusoft Co Ltd"
"44640",1,1,"Inspur Co Ltd"
"46111",1,1,"InterSystems Corp"
"58670",1,1,"MPA"
"03985",1,1,"Arctic Information Technology"
"76359",1,1,"Rearden Health Partners"
"17299",1,1,"Citicorp Information Tech"
"92380",1,1,"Ventyx Inc"
"23509",1,1,"CyberLink Corp"
"28299",1,1,"eglue Business Technologies"
"75497",1,1,"R2G"
"49062",1,1,"Kent Ridge Digital Labs"
"89564",1,1,"TowerWorx LLC"
"46447",1,1,"Isensix Inc"
"23142",1,1,"Current Components Inc"
"23910",1,1,"DataCare Corp"
"12831",1,1,"CDC Solutions Ltd"
"57265",1,1,"Mirial"
"26208",1,1,"Driveitaway.com Inc"
"29935",1,1,"EuroSignCard SA"
"43408",1,1,"Hitit Computer Services"
"44808",1,1,"IQS Ltd"
"37194",1,1,"Geneka Biotechnology Inc"
"00489",1,1,"ActionSystems Inc"
"52725",1,1,"Auto-Graphics Inc"
"23513",1,1,"Datec(PNG)Ltd"
"08879",1,1,"BeyondNow Technologies Inc"
"78744",1,1,"St Bernard Software Inc"
"25226",1,1,"Develop Japan Group"
"84371",1,1,"Southfresh Systems"
"85556",1,1,"Starling Advanced Commun Ltd"
"90136",1,1,"2Bridge"
"74979",1,1,"Real Time Synthesized Ent"
"86221",1,1,"Stormfront Studios"
"59181",1,1,"Metris International Holding"
"69692",1,1,"PacketLight Networks Ltd"
"38227",1,1,"Golden Helix Inc"
"92788",1,1,"Vision In Practice Sdn Bhd"
"92818",1,1,"Virtual Spectator Ltd"
"35089",1,1,"Four Rivers Software Sys Inc"
"14844",1,1,"Castle Connolly Medical Ltd"
"78687",1,1,"S2io Inc"
"07201",1,1,"Bay Bridge Decision Tech Inc"
"83532",1,1,"Software of Excellence Intl"
"75382",1,1,"Rapport Interactive"
"09412",1,1,"Bloomberg LP"
"60337",1,1,"Minerva Networks Inc"
"46784",1,1,"iModules Software Inc"
"54091",1,1,"LogicalApps"
"83597",1,1,"Sonic Mobility"
"10970",1,1,"Brio Technology Inc"
"44345",1,1,"Huawei-3com Co Ltd"
"73862",1,1,"RACAD Tech Inc"
"70658",1,1,"Pen Interconnect Inc"
"56080",1,1,"MAK-System International Group"
"67639",1,1,"Offsite Management Systems Ltd"
"86270",1,1,"Strategix Performance Inc"
"98847",1,1,"Zetools Inc"
"87009",1,1,"TechnoPlanet Productions Inc"
"88383",1,1,"There Inc"
"70024",1,1,"Franchise Architects"
"93204",1,1,"Wall Data Inc"
"00322",1,1,"AFD Software Ltd"
"69882",1,1,"PaperClip Imaging Software"
"86929",1,1,"F3 Technologies Inc"
"45035",1,1,"ITNET PLC"
"83320",1,1,"Soliton Automation Pvt Ltd"
"10807",1,1,"Stockset Associates"
"23706",1,1,"Danwood Group Ltd"
"45857",1,1,"Intelli-Site Inc"
"70636",1,1,"Patsystems plc"
"59317",1,1,"MGN Technologies Inc"
"03788",1,1,"Appian Corp"
"46252",1,1,"Inmedius Inc"
"92757",1,1,"Visionstate Inc"
"20065",1,1,"Complex Security Valuations"
"96792",1,1,"Wildpackets Inc"
"70662",1,1,"Net Quotient Consulting Group"
"03914",1,1,"Aralia Systems Ltd"
"19475",1,1,"Collision Entertainment"
"81844",1,1,"Serverside Graphics Ltd"
"47247",1,1,"Innovations Avocare"
"05359",1,1,"Averox Inc"
"46775",1,1,"Incesoft Technology Co Ltd"
"87112",1,1,"Sybari Software Inc"
"23771",1,1,"Dassian Inc"
"89135",1,1,"Toshiba Data Dynamics Pte Ltd"
"24481",1,1,"Delta Partners"
"80330",1,1,"Saphran Solutions"
"74225",1,1,"Prithvi Info Solutions Ltd"
"97726",1,1,"WISME Inc"
"88758",1,1,"Sympatico MSN Finances"
"26942",1,1,"EC-Founder(Hldgs)Co Ltd"
"60721",1,1,"Mobile Automation Inc"
"91086",1,1,"United Messaging Inc"
"29241",1,1,"Encyclopaedia Britannica"
"74561",1,1,"Pronexus Inc"
"53591",1,1,"LinkAge Software Inc"
"26974",1,1,"ETAS GmbH"
"45159",1,1,"IMlogic Inc"
"28142",1,1,"Education Enterprise Solutions"
"45789",1,1,"InsWeb"
"87765",1,1,"T3 Entertainment Co Ltd"
"00757",1,1,"Advanced Encryption Tech"
"29418",1,1,"Envivio.com"
"77979",1,1,"Roxar AS"
"91345",1,1,"Universal Data Interface Corp"
"93236",1,1,"Video Furnace Inc"
"32097",1,1,"Amphire Solutions Inc"
"57082",1,1,"Market2Lead Inc"
"59538",1,1,"Mid Atlantic Telerad Inc"
"93003",1,1,"VADS Bhd"
"75243",1,1,"Quest Analytics LLC"
"20552",1,1,"CPRS"
"90262",1,1,"UbiQ Inc"
"23279",1,1,"Cyber Business Credit LLC"
"56101",1,1,"Majority Productions LLC"
"04282",1,1,"Array Networks Inc"
"36082",1,1,"Fundi Software"
"77579",1,1,"Rolta India Ltd"
"78650",1,1,"Safetylogic.com"
"25303",1,1,"DIBS Payment Services AB"
"86227",1,1,"STOPware Inc"
"69844",1,1,"Pandora Data Systems Inc"
"40163",1,1,"GuestMetrics Inc"
"78761",1,1,"Sabre Travel Network Inc"
"74422",1,1,"Pro Medicus Ltd"
"83509",1,1,"Somapha Information Technology"
"44665",1,1,"iv SOFT"
"07868",1,1,"Beijing Huixiang Network Tech"
"98384",1,1,"Xmarc Inc(Formida Holdings)"
"83053",1,1,"Alam Teknorat Sdn Bhd{SKALI}"
"25302",1,1,"diCarta Inc"
"29110",1,1,"Emerging Technologies"
"36909",1,1,"Geminare Inc"
"94871",1,1,"Weil Lifestyle LLC"
"56297",1,1,"Mangrove Systems Inc"
"22018",1,1,"Corporate Systems Engineering"
"65322",1,1,"Nexicon Inc"
"36356",1,1,"Gallagher Finl Sys Inc"
"31202",1,1,"Fast Transact Inc"
"44911",1,1,"iiNet Ltd"
"62940",1,1,"NTG Clarity Networks Inc"
"03675",1,1,"Antenna Software Inc"
"60631",1,1,"MITAM"
"27984",1,1,"Edge Dynamics Inc"
"65525",1,1,"Noetix Corp"
"15234",1,1,"Centra Software Inc"
"85771",1,1,"Statmon Tech Corp"
"76268",1,1,"Rhozet Corp"
"88711",1,1,"Time & Parking Controls Inc"
"69450",1,1,"PC Depot Corp"
"14746",1,1,"CaseLogistix Inc"
"88508",1,1,"Thomson EC Resources"
"89510",1,1,"Trackmax Solutions Inc"
"15920",1,1,"ChannelWave Software Inc"
"68581",1,1,"Orchestria Corp"
"48146",1,1,"Jubilee Star Ltd"
"46086",1,1,"Internet Solutions Technology"
"60833",1,1,"Mixpo Inc"
"97652",1,1,"Wireless Ronin Technologies"
"12448",1,1,"CNA Group Ltd"
"88094",1,1,"Teoco Corp"
"51832",1,1,"Latinvia Inc"
"74483",1,1,"ProteoMetrics Inc"
"48489",1,1,"Kioskmedia Sdn Bhd"
"87437",1,1,"Taliant Software LLP"
"30037",1,1,"Evolution Robotics Inc"
"42672",1,1,"Iristel Algeria"
"02000",1,1,"ALLtel Corebanking Solutions"
"01001",1,1,"Advanced Security Sys Pty Ltd"
"48529",1,1,"Kaazing Corp"
"37044",0,12.10381,"General Motors Corp"
"34537",0,12.04394,"Ford Motor Co"
"55622",0,11.90539,"BP Amoco PLC"
"60682",0,11.76106,"Mitsui & Co Ltd"
"92866",0,11.74783,"Volkswagen AG"
"42823",0,11.68153,"Hewlett-Packard Co"
"60505",0,11.65867,"Bank of America Corp"
"17296",0,11.62646,"Citigroup Inc"
"65462",0,11.59919,"Nippon Telegraph & Telephone"
"82619",0,11.59805,"Siemens AG"
"93114",0,11.56038,"Wal-Mart Stores Inc"
"46625",0,11.52774,"JPMorgan Chase & Co"
"29356",0,11.52079,"Enron Corp"
"45683",0,11.43857,"Ingenico SA"
"38141",0,11.38474,"Goldman Sachs Group Inc"
"43357",0,11.34086,"Hitachi Ltd"
"87938",0,11.3302,"Telefonica SA"
"43707",0,11.30851,"iMetrikus International Inc"
"83569",0,11.25466,"Sony Corp"
"61744",0,11.24573,"Morgan Stanley"
"65490",0,11.21937,"Nokia Oyj"
"937",0,11.18821,"ABN-AMRO Holding NV"
"50104",0,11.15962,"Kroll Inc"
"59018",0,11.13638,"Merrill Lynch & Co Inc"
"89149",0,11.12585,"Toshiba Corp"
"31562",0,11.09895,"Fiat SpA"
"1957",0,11.09714,"AT&T Corp"
"91239",0,11.09491,"US Postal Service"
"87612",0,11.08764,"Target Corp"
"57687",0,11.02975,"Matsushita Electric Industrial"
"24702",0,11.02082,"Dell Inc"
"92857",0,10.97943,"Vodafone Group PLC"
"97023",0,10.97162,"Boeing Co"
"78009",0,10.96724,"Royal Bank of Scotland Grp PLC"
"43812",0,10.95877,"Honda Motor Corp"
"36962",0,10.89765,"General Electric Capital Corp"
"35959",0,10.88537,"Fujitsu Microelectronics"
"65474",0,10.80184,"Nissan Motor Co Ltd"
"25156",0,10.79473,"Deutsche Telekom AG"
"62905",0,10.78853,"NEC Corp"
"71708",0,10.78606,"Pfizer Inc"
"94974",0,10.77854,"Wells Fargo,San Francisco,CA"
"92990",0,10.75387,"Wachovia Corp,Charlotte,NC"
"88731",0,10.74684,"Time Warner Inc"
"22540",0,10.72941,"Credit Suisse Group AG"
"88169",0,10.71859,"Texaco Inc"
"62007",0,10.66616,"Motorola Inc"
"20449",0,10.65453,"Compaq Computer Corp"
"05577",0,10.64117,"BT Group PLC"
"81238",0,10.62854,"Sears Roebuck & Co"
"85206",0,10.62203,"Sprint Nextel Corp"
"26874",0,10.61293,"e-NET Inc"
"74271",0,10.57758,"Procter & Gamble Co"
"45814",1,10.56687,"Intel Corp"
"47836",0,10.547,"Johnson Controls Inc"
"50047",0,10.50723,"Koninklijke Philips Electronic"
"37733",0,10.50211,"GlaxoSmithKline PLC"
"31340",0,10.50015,"Federal Home Loan Mortgage"
"60677",0,10.4803,"Mitsubishi Electric Corp"
"53983",0,10.47805,"Lockheed Martin Corp"
"13800",0,10.46115,"Canon Inc"
"43851",0,10.45132,"Honeywell International Inc"
"46571",0,10.44903,"Itochu Corp"
"47816",0,10.40441,"Johnson & Johnson Development"
"20030",0,10.33838,"Comcast Corp"
"13904",0,10.3379,"Alcatel Alsthom CGE"
"66680",0,10.33273,"Northrop Grumman Corp"
"14912",0,10.31732,"Caterpillar Inc"
"29482",0,10.28578,"Telefonaktiebolaget LM"
"24712",0,10.28168,"Deloitte Touche Tohmatsu"
"78651",0,10.27024,"Safeway Inc"
