prim_cusip,innet,ln_sales,name
"93064",0,1,"Waikato Management School"
"07707",0,1,"Beijing Normal University"
"14770",0,1,"CASHSWITCH"
"58441",0,1,"Media Logic Inc"
"31545",0,1,"Femsa Logistica"
"G8847",0,1,"Thomas Cook Group PLC"
"49916",0,1,"Knoll Pharmaceuticals(BASF AG)"
"31301",0,1,"Fed-Comm USA Inc"
"70438",0,1,"Paylinx Corp"
"90211",0,1,"Two Way TV Ltd"
"49885",0,1,"LRN Corp"
"29593",0,1,"Ernst & Young Israel"
"15320",0,1,"Central Consulting Group"
"00321",0,1,"AMI Group"
"60493",0,1,"Bank of America II"
"86214",0,1,"StorageTek Canada Inc"
"85522",0,1,"StarComm Products Inc"
"76325",0,1,"Reiner SCT Kartengerate GmbH &"
"02147",0,1,"Alteon Networks Inc"
"75945",0,1,"Reliance Communications Ltd"
"91288",0,1,"US WEST Inc"
"69332",0,1,"PF Collier Inc"
"38904",0,1,"Gravent SA"
"62590",0,1,"Multi-Tech Systems Inc"
"06645",0,1,"Bankhall Investment Mgmt Ltd"
"56661",0,1,"Marfo BV"
"59438",0,1,"BANC ONE Corp,Columbus,Ohio"
"73180",0,1,"PolyVision Corp"
"05427",0,1,"BPO Management Services"
"00812",0,1,"Aetna International Inc"
"78443",0,1,"SM&A Corp"
"90311",0,1,"UK Directory (Holdings) Plc"
"15630",0,1,"Centre National de Recherche"
"93568",0,1,"Warren Communications News Inc"
"58540",0,1,"Medibuy.Com Inc"
"03672",0,1,"Antena 3 de Television SA"
"41828",0,1,"asknet AG"
"50008",0,1,"Kodansha Ltd"
"09610",0,1,"Blue Slate Solutions"
"90491",0,1,"Uniglobe Travel Online Inc"
"01622",0,1,"Alienware Corp"
"91708",0,1,"Urban Networks Inc"
"16739",0,1,"Chicago Heights Steel"
"35552",0,1,"Fraunhofer Inst for Software"
"86254",0,1,"Strabag AG"
"52530",0,1,"Leica Microsystems AG"
"26612",0,1,"Dupont Packaging & Ind Polymer"
"13648",0,1,"The Canadian Press"
"11053",0,1,"British American Ventures"
"20549",0,1,"Compsee Inc"
"50390",0,1,"LG Corp"
"17886",0,1,"Claas KGaA mbH"
"38181",0,1,"Gong Ltd"
"20837",0,1,"GENE Corp"
"81926",0,1,"Shanghai Telecom Co"
"69522",0,1,"PCS Securities Inc"
"63838",0,1,"National Univ of Singapore"
"14761",0,1,"Casio Computer Co Ltd"
"20608",0,1,"Concentro"
"75279",0,1,"Randstad Holding NV"
"86987",0,1,"TechSwan Inc"
"63063",0,1,"NTT Data Systems Corp"
"15122",0,1,"Cellcom Israel Ltd"
"89560",0,1,"Trisenx Holdings Inc"
"07773",0,1,"Beijing NGT China Co Ltd"
"60795",0,1,"Modulo Security Solutions SA"
"78515",0,1,"Sabena SA"
"12714",0,1,"Cacharel"
"92318",0,1,"Velasco Group"
"09703",0,1,"Boeing North America"
"48437",0,1,"K K Rocky"
"16166",0,1,"Chase Merchant Services"
"43811",0,1,"Honda Engineering Co"
"18051",0,1,"Clarion Co Ltd"
"61459",0,1,"MotorAlley LLC"
"59225",0,1,"Metropolitan Ppty & Casualty"
"57683",0,1,"MatriDigm"
"86513",0,1,"Sumitomo Corp Europe Plc"
"86857",0,1,"Supply Chain Solutions Inc"
"52490",0,1,"Lehman Brothers Holdings Inc"
"21778",0,1,"Core Fusion(Core Fusion Inc)"
"67765",0,1,"OSU Research Foundation"
"82876",0,1,"Simon & Schuster Inc"
"21841",0,1,"Cordant Technologies Inc"
"32009",0,1,"First Data International"
"00302",0,1,"Aberdeen Elec Engineering"
"25715",0,1,"dominKnow Inc"
"65388",0,1,"Nihon Horei"
"29322",0,1,"Englishtown.com"
"55430",0,1,"Macdonald Hotels PLC"
"57761",0,1,"M-Mode Bhd"
"37377",0,1,"Garant Turen-und Zargen"
"60684",0,1,"Mitsui Fudosan Co Ltd"
"46985",0,1,"Jacor Communications Inc"
"01642",0,1,"ALITALIA"
"71921",0,1,"Photo Control Corp"
"15914",0,1,"Channel Mgmt Intl Inc"
"20474",0,1,"Comptel Oy AB"
"74440",0,1,"Public Packages Holdings Bhd"
"50319",0,1,"Korea Information Service Inc"
"07823",0,1,"Beijing Fastrend Tech Ltd"
"77624",0,1,"RONA Inc"
"87836",0,1,"TechSpan India Ltd"
"00503",0,1,"Acterna Corp"
"16310",0,1,"Cheil Communications Inc"
"26579",0,1,"GA Corporate Finance Ltd"
"87959",0,1,"Teligent Inc"
"46615",0,1,"JCB"
"93087",0,1,"Vitra Bioscience Inc"
"36959",0,1,"GE Capital"
"07783",0,1,"Belkin Components"
"48381",0,1,"Kailos Group Inc"
"76331",0,1,"RichFX Inc"
"09101",0,1,"Biovitrum AB"
"10779",0,1,"Briana Bio-Tech Inc"
"58526",0,1,"Meijer Inc"
"83374",0,1,"Sagem Communication SA"
"64177",0,1,"NetExpress Inc-Certain Assets"
"70191",0,1,"Parkstone Medical Info Systems"
"00178",0,1,"AMS Inc"
"87611",0,1,"Target Communications"
"10804",0,1,"BridgeCom"
"02031",0,1,"Amaritel Mexico"
"78733",0,1,"SAGEM Morpho Inc"
"09001",0,1,"Bilfinger Berger AG"
"81765",0,1,"Serasa Centralizacao"
"04726",0,1,"Aslan Technologies Inc"
"96888",0,1,"Boca Research Inc"
"87067",0,1,"Synovate Healthcare Inc"
"14088",0,1,"Capsulgel"
"87870",0,1,"Technology Group Inc"
"06151",0,1,"Avanzare Solutions Pte Ltd"
"92847",0,1,"VitalStream Holdings Inc"
"25212",0,1,"Dex Media Inc"
"08223",0,1,"Bennion-Robertson Inc"
"23696",0,1,"WowWee Ltd"
"75866",0,1,"Refco Inc"
"27967",0,1,"Edgar Dunn & Co"
"46412",0,1,"Inktel Direct"
"60878",0,1,"Momentum LLC"
"60627",0,1,"MJM Inc"
"65461",0,1,"Nippon Steel Corp"
"96657",0,1,"Whitmont Legal Technologies"
"50163",0,1,"L&M Geotechnic Pte Ltd"
"62493",0,1,"Movers.com Inc"
"86638",0,1,"Sunset Transportation Inc"
"50007",0,1,"Kodak Polychrome Graphics LLC"
"25793",0,1,"Dongguan Modern Mnfr Tech"
"07779",0,1,"Beijing Guofu Invest Mgmt Co"
"06169",0,1,"Aven Inc"
"14769",0,1,"Casio India Co Pvt Ltd"
"53237",0,1,"Lighthouse Corporate Svcs Ltd"
"22758",0,1,"Cross Telecom"
"72013",0,1,"Piedmont Municipal Power"
"37887",0,1,"Gnosis Medical Services Inc"
"07835",0,1,"Bell Atlantic Network Svcs Inc"
"60929",0,1,"Monetary Security Group"
"89905",0,1,"Tufts Associated Health Plans"
"81808",0,1,"7 Layers AG"
"57826",0,1,"Mavenir Systems Inc"
"80310",0,1,"Sapura Telecommunications Bhd"
"07408",0,1,"Custom Technologies Corp"
"46331",0,1,"Intelligent Aerodynamics Inc"
"06652",0,1,"BankWorks Trading Inc"
"58558",0,1,"Melard Technologies Inc"
"87898",0,1,"Telefonica Data Corp SAU"
"92834",0,1,"VisionShape Inc"
"15892",0,1,"Changjiang Computer Group"
"92511",0,1,"VersaCOM International Inc"
"26239",0,1,"Dryer & Sons Electric Inc"
"87388",0,1,"Taiwan Cellular Corp"
"13251",0,1,"Cambridge Silicon Radio"
"48020",0,1,"Jones Intercable Inc"
"27632",0,1,"Eastcom"
"48536",0,1,"Kas Bank NV"
"25364",0,1,"Digital Marketing LLC"
"11954",0,1,"Buffalo Inc"
"74558",0,1,"Publishing & Broadcasting Ltd"
"34479",0,1,"Food Services of America Inc"
"56503",0,1,"Map International Co Ltd"
"83100",0,1,"Sky Life SpA"
"59990",0,1,"Millennium Pharmaceuticals Inc"
"06173",0,1,"Automattic Inc"
"00785",0,1,"Advanced Professional"
"06157",0,1,"BNP PARIBAS Commodity"
"75859",0,1,"Renesas Technology America Inc"
"56637",0,1,"Marco Polo XTF"
"50186",0,1,"LGS Group Inc"
"75969",0,1,"Renishaw PLC"
"26828",0,1,"Dystar Textilfarben GmbH und"
"03060",0,1,"Americhem Corp"
"35040",0,1,"Fotolabo"
"63508",0,1,"National Business Incubation"
"65636",0,1,"Nimble Microsystems Inc"
"91752",0,1,"Utarget Ltd"
"26408",0,1,"DuCharme, McMillen & Assoc Inc"
"97519",0,1,"Bolder Technologies Corp"
"46402",0,1,"Honestar Technologies Co Ltd"
"88697",0,1,"Tilson HR Inc"
"35949",0,1,"Fuji Xerox Asia Pacific"
"45671",0,1,"P Lykos SA"
"01257",0,1,"Agile Communications Group Inc"
"98879",0,1,"Z-Tel Technologies Inc"
"88408",0,1,"ThingWorld.com"
"01629",0,1,"Align360 LLC"
"58544",0,1,"MedStar Health Inc"
"31709",0,1,"FillFactory NV"
"78573",0,1,"Sabre Group Inc(AMR Corp)"
"22156",0,1,"CostaFilma SL"
"66257",0,1,"North Star Resources NL"
"26565",0,1,"Dunlap Co"
"70491",0,1,"Peak Entertainment Ltd"
"55073",0,1,"Lupin Pharmaceuticals Inc"
"60082",0,1,"Milliman Inc"
"93444",0,1,"Warner Bros Online"
"63120",0,1,"Nasdaq International Markets"
"64221",0,1,"NetDimensions Ltd"
"64646",0,1,"New Line Cinema Corp"
"20353",0,1,"Commsonic Ltd"
"29700",0,1,"Ferdinand A Domingo"
"96461",0,1,"White Wolf Inc"
"47140",0,1,"Japan Asia Solution Network"
"05397",0,1,"New Technology & Innovation"
"73966",0,1,"Prairie Systems Inc"
"45826",0,1,"Intellisource Inc(OSG)"
"40125",0,1,"Grupo Secusat"
"25530",0,1,"Digital Bridges Ltd"
"08590",0,1,"BertelsmannSpringer Science"
"06570",0,1,"Bank of Western Australia"
"00249",0,1,"AXA Sun Life Properties Ltd"
"82749",0,1,"Siemens Networks LLC"
"35351",0,1,"Franklin Electric Co Inc"
"40462",0,1,"HRPM Resources"
"23519",0,1,"Dspfactory Ltd"
"25787",0,1,"Donnelley Marketing Inc"
"37277",0,1,"Geon Group Ltd"
"38163",0,1,"Golfsmith International Inc"
"90506",0,1,"Unified Signal Corp"
"48411",0,1,"KaBOOM!"
"31204",0,1,"Faulkner & Gray Inc"
"12279",0,1,"Burrelles Information Services"
"75813",0,1,"Reed Business Information Ltd"
"00738",0,1,"Adtec Corp"
"75146",0,1,"RackSaver Inc"
"24978",0,1,"Derek Chisholm"
"56172",0,1,"Manakoa Services Corp"
"84912",0,1,"Sportingbet PLC"
"60150",0,1,"Millward Brown PLC"
"40237",0,1,"3S Telecom LLC"
"69344",0,1,"PMC-Sierra Inc"
"12761",0,1,"CSA MSC Sdn Bhd"
"81866",0,1,"Servier Laboratories Ltd"
"97000",0,1,"Williamson-Dickie Mnfg Inc"
"86387",0,1,"Student Loan Marketing Assn"
"90946",0,1,"Unisyn Solutions Inc"
"45121",0,1,"iBackOffice.com Ltd"
"01282",0,1,"AC Lordi Consulting LLC"
"52186",0,1,"Lear Corp"
"55903",0,1,"Mag-Tek Inc"
"60479",0,1,"Miro Consulting Inc"
"79085",0,1,"St Jude Children's Research"
"91127",0,1,"United Overseas Bank"
"99085",0,1,"Zinio Systems Inc"
"76224",0,1,"Resolute Corp"
"42269",0,1,"Healthcare Insights LLC"
"83165",0,1,"SmarTone Telecom Hldgs Ltd"
"44935",0,1,"IBM Korea Inc"
"98956",0,1,"Zimmer Holdings Inc"
"92762",0,1,"Viper Networks Inc"
"72774",0,1,"Plateau Sys Ltd"
"16279",0,1,"CheckFree ACH Solutions"
"94122",0,1,"Watchfire Music LLC"
"21685",0,1,"Coopers & Lybrand LLP"
"47279",0,1,"Intel Malaysia Sdn Bhd"
"11894",0,1,"Budapest University"
"93886",0,1,"Washington Homes Inc"
"87791",0,1,"Teamwork Information Mgmt AG"
"63842",0,1,"NSD"
"00819",0,1,"Agiliti Inc"
"99008",0,1,"Zip.net"
"22543",0,1,"CUNA"
"04017",0,1,"Argonne National Laboratory"
"04388",0,1,"ASECO Integrated Systems Ltd"
"08164",0,1,"BenchmarkPortal Inc"
"90543",0,1,"Union Bank of California NA,CA"
"71844",0,1,"Philips Electronics NV"
"25249",0,1,"Dialogic Corp"
"62641",0,1,"Murata Manufacturing Co Ltd"
"87804",0,1,"TV Asahi Corp"
"61613",0,1,"Moore Stephens Simonton L.L.P."
"38880",0,1,"Grass Valley Group Inc"
"18024",0,1,"Claremont Technology Group Inc"
"98603",0,1,"Yomiuri Shimbun"
"03072",0,1,"AmeriResource Technologies Inc"
"47265",0,1,"JG Kronenberger Fine Jewelry"
"00318",0,1,"Apamanshop Co Ltd"
"1008Z",0,1,"Telia AB"
"15893",0,1,"Changzhou Sinotype Technology"
"00924",0,1,"Advanced Bus Fulfillment Inc"
"34546",0,1,"Medium4.com Inc"
"40389",0,1,"HMV Canada Inc"
"91848",0,1,"Virgin Mobile Telecoms Ltd"
"57619",0,1,"GK Mgmt Svcs(India)Ltd"
"51939",0,1,"Lavasa Corp Ltd"
"45879",0,1,"Intermat Intl Materials Mgmt"
"73869",0,1,"Poulter PLC"
"26966",0,1,"ESS West"
"60740",0,1,"MTS"
"06107",0,1,"BandTel LLC"
"27868",0,1,"eBet Ltd"
"04640",0,1,"Astrium"
"33624",0,1,"First Silicon Solutions Inc"
"46434",0,1,"Iskra Holding"
"04415",0,1,"Asia Pathways PTE LTD"
"67948",0,1,"Olameter Inc"
"42517",0,1,"Henderson Cyber Ltd"
"24682",0,1,"DIAL"
"68409",0,1,"OPENLINK"
"80675",0,1,"Schneider High Tech GmbH"
"73921",0,1,"Power Computing Corp"
"30052",0,1,"Evolve Media Inc"
"82675",0,1,"Sikaman Gold Resources Ltd"
"87494",0,1,"TMC HealthCare"
"84839",0,1,"AsiaOne(SG Press Hldgs)"
"43365",0,1,"Hitechsoft Corp"
"31712",0,1,"Firedog Tech Solutions Inc"
"98197",0,1,"Workflowone"
"63025",0,1,"Nanyang Technological Univ"
"00857",0,1,"Agrifoods Intl Co-Operative"
"39932",0,1,"Group RCI Inc"
"63760",0,1,"Nations Trust Bank Ltd"
"57796",0,1,"Maxspeed Corp"
"00239",0,1,"Ansearch Ltd"
"26765",0,1,"Dynamic Logic Inc"
"85353",0,1,"Sirim Bhd"
"45542",0,1,"Ingenico Corp"
"16995",0,1,"China Mach Processing Society"
"45841",0,1,"InterAmericas Communications"
"87238",0,1,"Tessco Technologies Inc"
"04988",0,1,"AT&T Wireless Group"
"83499",0,1,"Societe Du Tour de France"
"69594",0,1,"PACC Electronic Engineering"
"91854",0,1,"VIP International SA"
"74855",0,1,"Quris Inc"
"43377",0,1,"Hitachi Seiki USA"
"87688",0,1,"J H Toennjes GmbH"
"13408",0,1,"Campbell Alliance Group"
"25510",0,1,"Discus Dental Inc"
"92202",0,1,"Vanguard Group Inc"
"00662",0,1,"Akibia Consulting"
"24366",0,1,"CYIOS Corp"
"45543",0,1,"IPL"
"45433",0,1,"IOC"
"55215",0,1,"MDI Security Systems"
"74223",0,1,"Productility Srl"
"39979",0,1,"Groupe Dermscan"
"50389",0,1,"Koger Inc"
"25073",0,1,"Destineer Inc"
"01177",0,1,"AgileMesh Inc"
"02650",0,1,"American Health Info Mgmt Asso"
"58635",0,1,"Menarini Industri Farmceutiche"
"96956",0,1,"Williams-Pyro Inc"
"88932",0,1,"Tokyo Denki University"
"28606",0,1,"Electronics Corp of India Ltd"
"81725",0,1,"Sense Holdings Inc"
"11905",0,1,"Budget Rent A Car System Inc"
"93063",0,1,"Vuepoint Corp"
"19564",0,1,"Colonial Data Technologies"
"71710",0,1,"Phantom Fiber Corp"
"25292",0,1,"Diamond M Onshore-South Texas"
"29955",0,1,"European Tech Consultants Ltd"
"83433",0,1,"Solomon Telekom"
"01261",0,1,"Addvalue Commun Pte Ltd"
"80785",0,1,"School Development Co"
"00950",0,1,"Airtel SA"
"98473",0,1,"Yangliuqing Power Plant"
"92729",0,1,"Wainscott Finch Associates"
"1730C",0,1,"CITGO Petroleum Corp"
"60683",0,1,"Mitsui Knowledge Industry"
"83238",0,1,"SmithKline Beecham Pharm"
"59195",0,1,"Metro Nashville and Davidson"
"29980",0,1,"eVentures India"
"13445",0,1,"Camping World Inc"
"53265",0,1,"Lim Chung Chun"
"61486",0,1,"Montreal Heart Institute"
"68439",0,1,"Opengear"
"96172",0,1,"Westwin Energy LLC"
"87426",0,1,"Talk.com Inc"
"80012",0,1,"SandioTechnology Corp"
"06755",0,1,"Tony Hawk Inc"
"70474",0,1,"Peakdale Molecular Ltd"
"48119",0,1,"Jubilant Biosys Ltd"
"16160",0,1,"Chase Manhattan Bank"
"94675",0,1,"WayPoint Biomedical Hldg Inc"
"66530",0,1,"Northern Light Technologies"
"74765",0,1,"Quantum Communications Inc"
"00119",0,1,"A Trend Technology Co Ltd"
"59495",0,1,"Micromass Ltd"
"06124",0,1,"BMP Entertainment"
"23537",0,1,"Hakuhodo DY Holdings Inc"
"78313",0,1,"SLG Advertising Inc"
"48426",0,1,"Keyrus SA"
"02310",0,1,"Ambient Consulting LLC"
"42392",0,1,"Hemophilia Foundation of SoCal"
"84243",0,1,"Southern CA Gas(Pacific Entp)"
"83626",0,1,"South African Consulate"
"23906",0,1,"Davis Films"
"74821",0,1,"QuickLabel Systems"
"26924",0,1,"E Trade Group Inc"
"88656",0,1,"ticketingsolutions.com"
"67815",0,1,"Systemair AB"
"46727",0,1,"Integreon Managed Solutionsd"
"00900",0,1,"Aimes Technology Sdn Bhd"
"36094",0,1,"FutureNext Consulting Inc"
"92702",0,1,"Video Convergence"
"15200",0,1,"Centerplate Inc"
"67660",0,1,"OgilvyOne Worldwide Ltd"
"82664",0,1,"Signal Internet Technologies"
"15943",0,1,"ChaosMusic Ltd"
"9049J",0,1,"Undisclosed S African Partner"
"09614",0,1,"Blue Sun Biodiesel LLC"
"29225",0,1,"Employment Co Manpower"
"48258",0,1,"KMart Corp"
"48496",0,1,"KBIT GbR"
"08055",0,1,"Beloit Corp(Harnischfeger)"
"88505",0,1,"Thai Irish Developments"
"9411",0,1,"AirMedia Group Inc"
"75837",0,1,"Reel Games Inc"
"86321",0,1,"Street Attack"
"54135",0,1,"Logan Tod & Co"
"90417",0,1,"Utix Group Inc"
"65572",0,1,"Nordisk Sprakteknolgi AS"
"65544",0,1,"Noram Gaming and Entertainment"
"67044",0,1,"Nylstar SA"
"60777",0,1,"Mobedia SRL"
"96217",0,1,"Weyerhaeuser Real Estate Co"
"38284",0,1,"Gorges/Quik-To-Fix Foods Inc"
"63545",0,1,"Natl Commerce Finl Corp,TN"
"98875",0,1,"ZDTV(MAC Inc/Softbank Corp)"
"98544",0,1,"Yedang Entertainment Co Ltd"
"76301",0,1,"Resource Consulting Services"
"87835",0,1,"TechXperts"
"36320",0,1,"Thomson Gale Corp"
"89337",0,1,"B&B ARMR Corp"
"01609",0,1,"Aliant Inc"
"25358",0,1,"DigiGenomics Co Ltd"
"20585",0,1,"Comtrend Corp"
"23281",0,1,"Cyrix Corp"
"04967",0,1,"Atomica Corp"
"85533",0,1,"Star(1)Ltd"
"25685",0,1,"Dolphin Medical Services Ltd"
"55434",0,1,"MyMovies.net Ltd"
"06153",0,1,"BCM Communication Co Ltd"
"00484",0,1,"Acorn Computer Group PLC"
"06161",0,1,"BTS Holdings PLC"
"13151",0,1,"Calyon Financial Inc"
"45650",0,1,"Innovation Management U3"
"16962",0,1,"China Academy of Sciences"
"43325",0,1,"Hing Kong Holdings Ltd"
"89423",0,1,"Travelex PLC"
"30178",0,1,"Faces International Night Club"
"28141",0,1,"Edu.com"
"68213",0,1,"OmniSky Corp"
"08898",0,1,"Bharti Airtel Ltd"
"74851",0,1,"Quensland Government"
"00036",0,1,"AAPT Ltd"
"50151",0,1,"Kwikset Corp"
"52069",0,1,"Lawson Inc"
"28119",0,1,"Edmonton Oilers"
"88537",0,1,"3K Computers LLC"
"02886",0,1,"American Petroleum Institute"
"24463",0,1,"Defence Eval-Support Services"
"07587",0,1,"BD Diagnostics"
"48236",0,1,"KBC Bancassurance Holding NV"
"20020",0,1,"CommerceTel Inc"
"48631",0,1,"Kawasaki Microelectronics Inc"
"01331",0,1,"Adax Europe Ltd"
"82612",0,1,"Siemens VDO Automotive AG"
"16823",0,1,"Chicago Tribune Co(Tribune Co)"
"90932",0,1,"Unisys West"
"48576",0,1,"Karo Bio(California Biotech)"
"12894",0,1,"CFW Enterprises Inc"
"60434",0,1,"Minorplanet Systems PLC"
"86431",0,1,"Subhash Projects & Marketing"
"02491",0,1,"American Capital Access Hldgs"
"70336",0,1,"Patriot Scientific Corp"
"09057",0,1,"Bio-Reference Laboratories Inc"
"98447",0,1,"Xtra Telecom SA"
"18278",0,1,"ClassMates.com"
"M7531",0,1,"Orckit Communications Ltd"
"45968",0,1,"International Imaging Material"
"28604",0,1,"Elektrobit Corp"
"95337",0,1,"West Info Publishing Grp"
"37225",0,1,"Geoinfo Consultora"
"03703",0,1,"Antigua"
"74213",0,1,"PricewaterhouseCoopers Legal"
"16680",0,1,"Chevy Chase Bk,Chevy Chase,MD"
"25665",0,1,"Dollar Bank Federal Svgs Bank"
"73097",0,1,"Polimaster Inc"
"62473",0,1,"Mpower Communications Corp"
"52742",0,1,"Leviton Manufacturing Co Inc"
"68611",0,1,"Oriel Inc"
"60638",0,1,"ModeLabs Group SA"
"9044A",0,1,"Undisclosed Advertising Agency"
"45925",0,1,"Intelligent Interactions Inc"
"75912",0,1,"Reile Corp"
"29530",0,1,"Erie Indemnity Co"
"68278",0,1,"onExchange Inc"
"86125",0,1,"W Silver Inc"
"48774",0,1,"Kelley Blue Book Co Inc"
"62925",0,1,"NNP Inc"
"29592",0,1,"Ernst & Young-National Cash"
"73814",0,1,"Public Sector Group LLC"
"18271",0,1,"Classified Ventures Inc"
"90261",0,1,"UBS AG"
"00750",0,1,"Advanced Business Systems Inc"
"43160",0,1,"Hillert & Co Interactive"
"88643",0,1,"Tianjin Dvlp Hldg Ltd"
"38354",0,1,"Goulston & Storrs"
"71913",0,1,"Phoenix Physicians Services"
"90144",0,1,"24/7 Customer"
"71834",0,1,"Philips Medical Systems N Amer"
"63089",0,1,"Narus Inc"
"91510",0,1,"University of Texas at Dallas"
"45085",0,1,"I-Tel Pty Ltd"
"65593",0,1,"Nissay Information Technology"
"00473",0,1,"Account One Corp"
"50506",0,1,"Kraft Kennedy & Lesser Inc"
"97665",0,1,"Wireless Trade Nigeria Ltd"
"07134",0,1,"Batrus Hollweg International"
"41808",0,1,"HASCO America Inc"
"44379",0,1,"Hudson Highland-TMP/Hudson"
"49462",0,1,"Kinetra(Electn Data,Eli Lily)"
"99024",0,1,"Zhongguancun Science and Tech"
"80691",0,1,"Schneider Electric"
"65398",0,1,"Nihon I-Tec"
"36870",0,1,"Genbel South Africa Ltd"
"27179",0,1,"East China Normal University"
"74182",0,1,"PwC Thailand"
"62399",0,1,"Mountain Equipment Co-op"
"44794",0,1,"IMA Industrial"
"83716",0,1,"Paul Ekman Group LLC"
"62797",0,1,"NXP Semiconductors"
"55435",0,1,"Macao Productivity & Tech"
"86224",0,1,"STORServer Inc"
"91475",0,1,"UCLES"
"80828",0,1,"ShotSpotter Inc"
"35177",0,1,"France Telecom SA"
"07280",0,1,"Bayerische Hypo- und Vereins"
"26957",0,1,"E&I Cooperative"
"20722",0,1,"ConfirMedia"
"33942",0,1,"Flex Industries Ltd"
"92577",0,1,"Viaserv Inc"
"06426",0,1,"Bank of China Ltd"
"20605",0,1,"Concierge Inc"
"58530",0,1,"Meiji Life Insurance Co"
"78003",0,1,"Royal Administration Service"
"00655",0,1,"Adquira"
"15514",0,1,"Central Security Patrols"
"62955",0,1,"NTT Worldwide Telecommun"
"74435",0,1,"Prudential Portfolio Managers"
"45821",0,1,"Inter-Con/PC Inc"
"72739",0,1,"Plante & Moran PLLC"
"15677",0,1,"Ceridian Corp"
"89487",0,1,"Trend-Lines Inc-Golf Business"
"81942",0,1,"Shangri-La Asia Ltd"
"12084",0,1,"Burdekin Resources NL"
"54150",0,1,"LogicDIS"
"69341",0,1,"PLM Group Ltd"
"38158",0,1,"goBackTV"
"55568",0,1,"mtvU"
"75627",0,1,"Recovery Network Inc"
"21040",0,1,"Consumer Health Information"
"89472",0,1,"Tremont Advisors Inc"
"67194",0,1,"NovaVision Inc"
"86777",0,1,"Sunset Mortgage Co"
"89418",0,1,"Travelex Australia Pty Ltd"
"26881",0,1,"Epiphany Inc"
"87401",0,1,"Taisei Corp"
"89056",0,1,"TopCall International AG"
"55477",0,1,"MacManus Group"
"98136",0,1,"WordLogic Corp"
"22678",0,1,"Criticom International Corp"
"39240",0,1,"Greatland Corp"
"89097",0,1,"GoGo Mobile Media LLC"
"94845",0,1,"WebTech Wireless Inc"
"91271",0,1,"US Tax and Financial Services"
"65576",0,1,"Nokia Networks"
"72761",0,1,"Plascoat Systems Ltd"
"22936",0,1,"Crystal Internet Venture Fund"
"12367",0,1,"CBaySystems & Services Inc"
"52999",0,1,"Li Ming"
"21489",0,1,"Altigen Communications Inc"
"03888",0,1,"Aquanta Networks NV"
"88255",0,1,"Texas Microsystems"
"45465",0,1,"IT Channel Group"
"82404",0,1,"Sherlock Healthy Homes Inc"
"02391",0,1,"Ambit Microsystems Corp"
"83410",0,1,"Soitec SA"
"62898",0,1,"NDC Voice Affiliates Inc"
"55377",0,1,"MTS Systems Corp"
"45214",0,1,"IdeaSphere Inc"
"57736",0,1,"Mathias Friess"
"88546",0,1,"Thorlock International Ltd"
"91423",0,1,"University of Dallas"
"14092",0,1,"Capri Ventures International"
"88356",0,1,"Thermo LabSystems Limited"
"70434",0,1,"PayCycle Inc"
"29667",0,1,"Essar Group"
"16937",0,1,"China Eastern Airlines Corp"
"20621",0,1,"CompuExpert Inc"
"41884",0,1,"Hatch Ltd"
"10334",0,1,"Boyer and Assoc"
"87810",0,1,"Teacher Create Materials Inc"
"48289",0,1,"Kaifa Group Inc"
"88407",0,1,"Thin Film Electronics ASA"
"29916",0,1,"European Call Handling"
"09533",0,1,"BLUE C New Economy Consulting"
"15895",0,1,"Changes International(Twinlab)"
"24486",0,1,"Debitel AG"
"37991",0,1,"Globel Direct Inc"
"01563",0,1,"Algeria Telecom SpA"
"78112",0,1,"Rubicon Group PLC"
"65331",0,1,"NeXT Inc"
"59081",0,1,"Messing Systems Products Group"
"05084",0,1,"Auction Network LLC"
"15114",0,1,"Cell Pathways Holdings Inc"
"25683",0,1,"Dolphin Interconnect Solutions"
"05786",0,1,"Azerity"
"42851",0,1,"Hewlett-Packard Middle East"
"81581",0,1,"Sega Entertainment Inc"
"30447",0,1,"Eyeson"
"60647",0,1,"Mr Payroll Corp"
"63907",0,1,"Nauru"
"90531",0,1,"UBS Global Asset Mgmt Ltd"
"83042",0,1,"Skingenix"
"43491",0,1,"Ascend Communications Inc"
"21997",0,1,"CIE"
"51461",0,1,"Land Rover"
"92987",0,1,"VV&A Consulting"
"21214",0,1,"Continua Health Alliance"
"94276",0,1,"Watts Health Foundation Inc"
"68305",0,1,"Ontario Clean Water Agency"
"21979",0,1,"Corporate TeleLink Network"
"24241",0,1,"Deans Farm Eggs(Dalgety PLC)"
"79112",0,1,"St Lawrence Energy Corp"
"71682",0,1,"PSA Peugeot Citroen"
"59190",0,1,"Metro Broadcast Corp"
"12685",0,1,"Cable News Network Inc"
"52324",0,1,"Leclerc"
"78496",0,1,"Saqqara Systems Inc"
"49671",0,1,"Kingston Technology Co Inc"
"07788",0,1,"Bellsystem24 Inc"
"94704",0,1,"Weatherbee Resources Inc"
"46164",0,1,"Invest Authority of Lebanon"
"64976",0,1,"New York Post Corp"
"23445",0,1,"Daido Life Insurance Co"
"50545",0,1,"Labtronix Corp"
"65020",0,1,"New Zealand Airways Corp"
"80323",0,1,"Sanyo Semiconductor Corp"
"79582",0,1,"Samsung Electronics GmbH"
"13804",0,1,"Canon Marketing Japan Inc"
"64113",0,1,"Netcall PLC"
"21686",0,1,"Coopers & Lybrand Consulting"
