cusip1,cusip2
"68334","64120"
"44826","63053"
"49720","49464"
"24827","83630"
"59106","44914"
"17198","58598"
"37519","83568"
"37519","83568"
"23191","59509"
"92435","74816"
"20418","64183"
"21086","76657"
"84906","79466"
"12890","20554"
"78744","46208"
"31182","03881"
"36198","03796"
"98974","64196"
"70162","98501"
"91935","55521"
"18891","00966"
"30613","29641"
"45932","55347"
"45139","33839"
"74205","05816"
"80702","45327"
"87478","89775"
"68389","74936"
"02141","81364"
"45986","88437"
"04314","19977"
"46301","83402"
"09521","92992"
"39943","59114"
"11434","17185"
"88560","42196"
"M2508","44946"
"30613","30045"
"66988","20407"
"62845","74270"
"51586","39943"
"88130","20549"
"21893","74537"
"44962","17327"
"92385","45539"
"39943","29628"
"98975","83012"
"81412","06976"
"48447","36332"
"13124","22947"
"23785","46114"
"40381","29522"
"20536","91729"
"05329","60471"
"00593","64096"
"29433","66996"
"86879","68371"
"87916","64110"
"20333","04523"
"05569","44922"
"37378","25427"
"12409","31436"
"28906","54157"
"87200","26916"
"05777","69255"
"89782","86625"
"88476","98974"
"92897","60720"
"60747","46678"
"01678","87113"
"01678","81840"
"87113","81840"
"46299","68650"
"02141","20722"
"90356","65141"
"74218","65158"
"98975","64195"
"80023","13368"
"42342","48440"
"00554","68389"
"88512","24227"
"20580","34647"
"23512","20404"
"58544","71387"
"71271","44840"
"56275","46235"
"09203","08980"
"86850","55512"
"22679","23532"
"14189","74219"
"88657","82865"
"13123","45920"
"44959","07201"
"68427","67000"
"05788","90458"
"09119","37381"
"48368","05399"
"911","29792"
"76013","98366"
"10917","45159"
"89668","76134"
"10917","30303"
"83311","29521"
"46114","98128"
"87160","21441"
"67023","88126"
"46114","29107"
"00589","88747"
"64195","87823"
"91867","73349"
"64082","74816"
"64115","30039"
"75168","08726"
"36384","87160"
"11517","23769"
"19425","54161"
"81580","99849"
"68340","20602"
"65347","25421"
"18062","69888"
"09569","38016"
"04314","55029"
"30613","87192"
"09863","27017"
"51601","22057"
"24421","55518"
"60742","57656"
"75605","25422"
"97742","36334"
"93052","05389"
"87682","68242"
"59111","92304"
"04314","88130"
"30613","87186"
"53814","30052"
"59508","09797"
"28222","20069"
"60692","02053"
"64114","98498"
"83611","37381"
"76132","04582"
"M8789","74882"
"93464","04615"
"89706","00342"
"36140","81831"
"9166","39808"
"85975","00524"
"64446","89251"
"16281","51378"
"45305","81986"
"23798","54135"
"88076","24348"
"46216","71884"
"75657","45131"
"24827","92364"
"20563","78389"
"45316","29408"
"96519","22507"
"80305","59491"
"37269","64195"
"45304","84311"
"4325","87794"
"36069","99059"
"17157","34974"
"35938","25958"
"64115","44829"
"71388","60721"
"45817","45302"
"01047","91746"
"89663","78737"
"68867","26912"
"12349","13911"
"89788","92510"
"14073","22436"
"45817","56026"
"14073","22436"
"69574","12882"
"45614","74701"
"G6754","62015"
"55928","31871"
"29389","36332"
"59141","29519"
"09863","78736"
"04616","90413"
"14071","27907"
"86206","89455"
"55445","27006"
"37193","45920"
"07366","23761"
"01074","22757"
"87457","19244"
"48368","14991"
"29313","29220"
"72154","18683"
"44914","05753"
"68412","46231"
"59491","46612"
"14443","98177"
"44914","67000"
"75775","37971"
"74205","87504"
"88018","36329"
"75775","98498"
"90474","01055"
"37453","39808"
"79466","87457"
"09266","27014"
"80641","45764"
"45578","26995"
"00847","73189"
"28409","17957"
"05699","58443"
"64084","24518"
"29426","55516"
"14189","67000"
"23754","75190"
"56501","45920"
"69267","87150"
"92343","73325"
"24823","78389"
"76870","29317"
"64121","45611"
"60267","28225"
"35901","50401"
"46492","59491"
"64115","46228"
"28226","46228"
"28226","88572"
"46228","88572"
"69893","12410"
"88715","22048"
"76761","09192"
"07738","59486"
"55029","93066"
"70327","80871"
"33762","69512"
"46111","65637"
"21893","45544"
"04314","55515"
"56204","71991"
"78734","89338"
"83556","82679"
"65516","78734"
"65347","52465"
"46253","21832"
"17189","71271"
"46227","46120"
"33952","47706"
"87478","74521"
"03662","15700"
"83585","92543"
"16279","64183"
"82857","45544"
"52476","80409"
"46119","80305"
"45666","45920"
"67569","58984"
"20407","50410"
"15200","71271"
"46044","31841"
"88127","81837"
"64121","83627"
"29517","10058"
"97662","46256"
"60738","78463"
"39808","43358"
"88715","70452"
"83005","00580"
"01773","83602"
"92359","53600"
"50399","81802"
"14443","00984"
"62842","29317"
"45227","74881"
"26936","05536"
"29221","86308"
"68389","98495"
"18683","37010"
"73741","23113"
"21086","80603"
"30052","73741"
"25615","88600"
"05329","14073"
"59088","59483"
"87594","28528"
"40991","25541"
"00569","87350"
"22829","53625"
"17246","23125"
"17246","23125"
"99504","40326"
"84745","42342"
"01773","82940"
"74703","69577"
"74343","64184"
"09863","87482"
"04362","48431"
"45139","15688"
"68325","09188"
"22222","20536"
"76178","55513"
"36211","28249"
"45223","68729"
"45815","40574"
"59088","83593"
"68371","59493"
"83518","62015"
"74808","27352"
"44544","92302"
"07793","69566"
"20563","20512"
"00010","75168"
"M8825","55510"
"61536","36326"
"95715","52111"
"17160","74525"
"28059","59491"
"45885","00971"
"40046","23199"
"45070","09189"
"79466","03872"
"45920","55353"
"36190","72154"
"12454","87645"
"78565","74703"
"31182","79384"
"75168","60738"
"25393","59491"
"09863","42265"
"75572","45614"
"98891","59491"
"48368","59535"
"34459","28551"
"45578","45625"
"12736","78136"
"48119","04048"
"15137","98494"
"17243","00668"
"15691","64051"
"64104","99055"
"59535","92794"
"74730","74373"
"46286","46443"
"87167","83005"
"44982","75610"
"58954","05809"
"36178","78356"
"20407","75177"
"65355","12879"
"77513","30395"
"26218","59141"
"39943","38941"
"83076","87170"
"60739","48571"
"28551","22671"
"12328","54321"
"19425","59509"
"60742","64120"
"26769","50396"
"93059","12872"
"93061","59475"
"87167","12875"
"59106","28035"
"89587","23208"
"30375","60721"
"87916","40149"
"00579","75600"
"28587","92640"
"82430","29627"
"23128","62947"
"51655","78726"
"82705","04692"
"00573","05396"
"69568","73892"
"23537","14909"
"25608","35999"
"15147","45889"
"75807","86607"
"90427","68265"
"85850","92304"
"87804","83599"
"53957","04657"
"20535","81828"
"22674","83593"
"28222","01047"
"50378","14459"
"50378","44118"
"14459","44118"
"03811","69953"
"23125","30077"
"82679","04677"
"85756","14768"
"49871","61180"
"59087","45547"
"28551","35707"
"46694","63062"
"46179","64062"
"59497","98364"
"45225","58844"
"17271","52458"
"55472","92578"
"42342","50395"
"23526","29222"
"78387","63093"
"02323","45734"
"20580","87652"
"83004","46218"
"02142","00572"
"98503","03973"
"28225","91539"
"89652","46701"
"34460","97547"
"62909","80609"
"87804","90411"
"92897","21256"
"72594","65359"
"63075","48523"
"76006","04499"
"64184","26772"
"00966","G8147"
"64120","24281"
"37422","87488"
"74913","N3537"
"37919","55511"
"03666","45159"
"98486","89692"
"37381","88123"
"70655","89376"
"84785","77311"
"62015","96329"
"29317","89398"
"10569","74525"
"12430","70024"
"1941","03967"
"74588","00420"
"88018","00670"
"62886","55202"
"90403","1941"
"04523","83529"
"37422","42969"
"63027","45245"
"31839","31779"
"63027","45245"
"03666","21254"
"84664","68371"
"22905","87823"
"22436","78462"
"23650","87939"
"13690","50399"
"88346","28565"
"90327","82026"
"05353","34971"
"27352","28566"
"27352","45614"
"28566","45614"
"45225","01585"
"98891","Y2573"
"35094","26707"
"81845","80862"
"46058","43137"
"03206","43137"
"29317","91233"
"87550","05827"
"65669","67168"
"83591","886"
"73953","04958"
"36466","13855"
"30378","24954"
"75873","12502"
"68287","17248"
"83064","79610"
"16910","67066"
"92585","44934"
"92846","60463"
"83591","07768"
"04314","86685"
"40967","43357"
"03782","29521"
"29648","60682"
"82680","31652"
"58937","67066"
"90314","76002"
"68371","24709"
"03206","87960"
"28551","16470"
"76657","90263"
"59491","51569"
"75652","75597"
"76657","74855"
"78687","35063"
"81844","23760"
"02672","47807"
"04692","81382"
"75844","80862"
"88076","30325"
"41031","42068"
"92846","44934"
"30363","91373"
"30363","93443"
"1941","03788"
"05788","21071"
"12875","82614"
"31717","04546"
"40570","65490"
"74205","86282"
"25614","26864"
"28551","05872"
"84931","71388"
"52207","60763"
"80919","74699"
"18914","68981"
"87273","94845"
"88133","40125"
"87160","35959"
"87160","35959"
"28669","27021"
"87424","07134"
"86270","45357"
"61980","13904"
"68346","00002"
"76657","27881"
"89446","78313"
"58416","89577"
"36330","88359"
"82680","71940"
"05078","29955"
"59491","73172"
"05365","98414"
"04692","67020"
"04330","00209"
"07778","42068"
"46306","09114"
"45367","47146"
"05699","00339"
"20563","84842"
"44914","86681"
"88050","23519"
"88682","88135"
"46305","30391"
"92584","68377"
"80787","75653"
"98845","57700"
"53619","89470"
"78747","46305"
"97648","61993"
"98856","81833"
"46304","78314"
"31682","49513"
"75000","91475"
"31682","17001"
"09039","82641"
"74347","25387"
"23798","07813"
"12407","62473"
"29287","36961"
"44826","12389"
"14148","76103"
"53581","00846"
"73621","81382"
"90262","55306"
"25467","82705"
"25467","23808"
"21868","45172"
"20404","10565"
"29408","53983"
"82891","21250"
"45820","83021"
"48552","65392"
"98415","86606"
"30391","74975"
"75336","82714"
"92772","82705"
"45361","82705"
"64182","81319"
"04665","82705"
"04126","21780"
"74526","81146"
"69122","22532"
"69018","01067"
"44827","88553"
"58416","18906"
"74521","88553"
"65633","88553"
"53592","05370"
"83518","88553"
"70341","88553"
"45665","79378"
"30077","72355"
"02672","69800"
"86323","45814"
"83297","78440"
"57906","89149"
"58416","03882"
"82920","37894"
"65638","74971"
"92320","19078"
"55610","25186"
"80702","82261"
"98520","22142"
"86876","88250"
"23590","81988"
"80872","42823"
"45845","81065"
"45225","88348"
"28409","63691"
"59493","00947"
"65598","92510"
"52750","74498"
"68212","76331"
"68338","00320"
"68340","00662"
"38177","49933"
"56297","00967"
"69760","73953"
"23798","54909"
"54321","47087"
"91221","48674"
"59491","31562"
"85531","47146"
"77513","18458"
"98494","25288"
"87939","65121"
"65642","12894"
"81705","45714"
"55610","50313"
"38870","37910"
"48431","80862"
"74645","33788"
"45212","12893"
"09521","11458"
"92992","11458"
"65642","91071"
"86266","20009"
"54157","34971"
"44827","72339"
"67127","89787"
"87489","63873"
"45764","88078"
"22436","93033"
"86849","904JV"
"23191","45814"
"28608","98412"
"03787","58597"
"86849","16921"
"59491","35959"
"45678","25212"
"83532","14746"
"29433","23554"
"66996","23554"
"67000","46694"
"88573","00662"
"46111","42183"
"45547","87979"
"04693","73319"
"88050","03895"
"9253","53577"
"94768","92343"
"79956","80862"
"74521","38940"
"29468","00586"
"42342","72453"
"00554","45208"
"59491","27887"
"59491","42823"
"30387","58946"
"57774","21681"
"56275","46571"
"46235","46571"
"69595","46697"
"94110","80786"
"911","21026"
"90485","22758"
"68338","32654"
"02154","30227"
"59137","86681"
"19244","71721"
"15098","81835"
"26917","14427"
"64111","46382"
"36828","02583"
"28150","75874"
"37894","88056"
"59491","86101"
"73325","34420"
"70268","74971"
"60692","26864"
"62845","09531"
"89602","87486"
"30072","89455"
"87160","42068"
"55202","40580"
"37417","76773"
"46120","63545"
"45360","83418"
"63074","35043"
"58477","78556"
"41169","01624"
"89692","22843"
"45252","00793"
"05423","82651"
"46289","25398"
"28226","12346"
"90128","45321"
"53955","28561"
"59533","56262"
"44833","42068"
"88131","55517"
"30613","05817"
"24281","79634"
"85775","14912"
"38023","88910"
"29220","63691"
"27015","18905"
"34647","11679"
"11162","26864"
"22754","68212"
"15716","57672"
"65370","90414"
"92862","45305"
"86211","07701"
"65326","21201"
"68389","57636"
"59491","12589"
"45868","68363"
"00664","84785"
"01554","29381"
"29110","69594"
"94769","17180"
"37378","74971"
"15678","26864"
"03967","98975"
"05384","58679"
"00826","69925"
"M8215","50400"
"64050","80862"
"20407","50075"
"36332","36493"
"85856","74226"
"59491","55269"
"83602","87831"
"59491","74002"
"29520","87656"
"29648","86627"
"57767","16279"
"12347","35848"
"24827","75091"
"96792","M8186"
"24808","03522"
"80330","12828"
"18049","69522"
"44544","76224"
"80305","76097"
"44097","78737"
"68419","43341"
"01047","44829"
"28608","65326"
"59491","98581"
"41169","89149"
"85526","58596"
"74422","57849"
"45161","12608"
"31686","69876"
"78532","78736"
"45069","71426"
"36332","75173"
"23762","00845"
"49834","88306"
"74521","31870"
"00586","92866"
"92205","37646"
"07796","98414"
"81749","80862"
"29070","39392"
"00971","19442"
"92986","97756"
"14071","13801"
"27907","13801"
"59491","82619"
"78738","86698"
"86849","92343"
"90403","62887"
"17322","60735"
"17322","30547"
"17322","38940"
"36100","94353"
"55918","62818"
"13123","20534"
"17322","91184"
"87505","92762"
"24785","07696"
"25541","49787"
"36948","27015"
"46575","87656"
"87812","97737"
"04692","46327"
"69572","73966"
"23791","75807"
"44914","24713"
"59491","87940"
"00584","94353"
"46212","58776"
"27015","05398"
"54158","17163"
"20586","10557"
"83601","50390"
"87483","87157"
"19977","88947"
"64178","73180"
"56275","57696"
"38016","45542"
"M8789","00206"
"69018","88482"
"45538","91423"
"44913","17032"
"22357","83536"
"29012","75182"
"93065","73741"
"30613","12880"
"70303","74140"
"01408","74837"
"65633","33828"
"98847","87605"
"87812","99011"
"75605","37833"
"25380","17038"
"41169","81013"
"45302","59183"
"60850","41808"
"45245","81371"
"93068","01054"
"35901","84756"
"01054","46588"
"36332","05397"
"26814","45549"
"29426","02158"
"89081","65476"
"00724","00099"
"92193","29070"
"09660","09531"
"04651","91375"
"46282","46145"
"86211","55513"
"39943","57619"
"88117","12440"
"28226","80542"
"46228","80542"
"88572","80542"
"44345","03265"
"05329","92343"
"55953","03738"
"98496","93063"
"68412","74138"
"45304","86681"
"68389","87656"
"23776","80389"
"45208","36916"
"75416","25359"
"89529","57696"
"46114","25860"
"31870","14026"
"42845","67066"
"83007","26912"
"89376","62818"
"00580","45470"
"07778","53574"
"74158","87611"
"84840","00676"
"12023","77491"
"87112","83401"
"86558","44921"
"66996","93025"
"11012","44923"
"81365","2458"
"64050","46496"
"M4709","86315"
"1941","74752"
"74808","20039"
"44907","50400"
"00581","75331"
"25063","60738"
"86221","46515"
"62886","35959"
"83021","72749"
"46252","92303"
"15234","21979"
"44830","92220"
"87150","83301"
"92784","75971"
"49733","25385"
"03782","45814"
"05078","78317"
"45547","60747"
"19266","52892"
"00550","53983"
"28486","60735"
"36327","01622"
"25393","65516"
"64096","33828"
"00562","48437"
"88554","26132"
"30090","50007"
"53619","25358"
"86211","74883"
"01041","31870"
"45126","78009"
"74526","46240"
"18683","87501"
"92343","74002"
"68225","31986"
"45245","78733"
"90244","00845"
"00582","92834"
"23953","86681"
"81580","49330"
"22841","39059"
"17172","67142"
"69577","22404"
"74703","81681"
"81802","36885"
"03776","91334"
"82282","73920"
"73349","83880"
"29221","65636"
"88985","17275"
"40051","41806"
"92693","94767"
"27012","88553"
"73189","42823"
"92208","96822"
"03949","45642"
"44544","26864"
"81705","74269"
"68371","62007"
"05353","60682"
"58393","72739"
"95715","74971"
"91816","62007"
"03782","86681"
"26999","29517"
"86635","35960"
"81133","29106"
"58954","75591"
"98395","17275"
"98974","91759"
"07366","37689"
"59814","47012"
"92673","98495"
"45665","90203"
"58957","83401"
"25511","88250"
"M4099","76002"
"88715","74208"
"81763","86268"
"83601","79604"
"79466","26171"
"34971","23340"
"33792","74140"
"58439","68166"
"45158","82979"
"72594","88250"
"79396","92220"
"G6754","69372"
"13123","29516"
"1941","46198"
"36954","76123"
"46222","83003"
"42342","36885"
"97742","08164"
"66600","04388"
"55235","25659"
"98974","63747"
"01041","70454"
"23487","35063"
"90029","88478"
"97726","85214"
"73953","45619"
"15137","05700"
"31812","91155"
"15688","46220"
"98239","78726"
"M8215","65570"
"46119","47836"
"74526","04299"
"64071","88363"
"12871","20338"
"72447","98859"
"37997","65476"
"04282","78137"
"20491","69031"
"60742","37913"
"42854","53218"
"99028","23323"
"74594","89423"
"20334","44366"
"21222","46059"
"G6754","35165"
"30383","74226"
"46301","62905"
"81799","46219"
"01041","56630"
"56456","86769"
"81169","64146"
"81169","49958"
"05384","69912"
"72594","13800"
"45161","60737"
"39808","83095"
"88715","24784"
"63074","82431"
"03811","55054"
"15678","16870"
"88065","46701"
"92286","13908"
"94773","62905"
"23540","58333"
"83598","60671"
"77312","05872"
"76128","97314"
"76128","86681"
"14146","75997"
"90328","61990"
"89200","23252"
"25614","01629"
"60746","05075"
"88018","01048"
"00670","01048"
"45199","30076"
"11517","69021"
"63027","14743"
"63027","87612"
"45245","14743"
"45245","87612"
"75655","60460"
"00846","74002"
"56501","86681"
"62924","29952"
"62924","22924"
"40170","33583"
"34647","55270"
"70553","52457"
"58424","29441"
"55507","M8734"
"17010","04569"
"67426","74837"
"81788","03243"
"27352","46240"
"28566","46240"
"45614","46240"
"52078","62005"
"65354","44334"
