cusip1,cusip2
"02093","57714"
"64112","83085"
"45662","22148"
"02364","77853"
"17737","62007"
"25383","02583"
"45986","37833"
"57040","23768"
"57040","98191"
"62967","10502"
"37951","67849"
"92824","18271"
"82705","37833"
"98433","45920"
"30090","45920"
"55081","45920"
"77830","58056"
"82617","81733"
"59491","23784"
"71366","24719"
"88554","62942"
"88554","62869"
"00143","23975"
"21089","83585"
"74488","09687"
"52830","44615"
